,coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate,fpco2
199,CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,Pre,4.095,700
201,CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,Pre,0.429,700
202,CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,Pre,0.082,2800
209,CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,Pre,0.975,2800
211,CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,Pre,1.539,280
212,CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,Pre,1.392,280
214,CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,Pre,1.502,700
215,CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,Pre,1.701,700
219,CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,Pre,1.202,280
222,CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,Pre,1.151,700
224,CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,Pre,-0.345,2800
229,CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,Pre,0.999,280
232,CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,Pre,1.254,2800
233,CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,Pre,0.414,400
234,CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,Pre,0.247,700
235,CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,Pre,1.074,280
236,CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,Pre,-0.253,400
237,CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,Pre,-0.161,700
238,CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,Pre,0.368,2800
239,CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,Pre,1.126,2800
240,CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,Pre,2.041,400
241,CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,Pre,NA,280
242,CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,Pre,1.283,280
243,CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,Pre,0.486,280
244,CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,Pre,1.833,400
245,CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,Pre,2.401,700
246,CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,Pre,2.365,700
247,CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,Pre,1.503,2800
248,CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,Pre,2.114,2800
249,CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,Pre,1.135,280
250,CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,Pre,0.519,400
251,CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,Pre,1.591,280
252,CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,Pre,1.472,400
253,CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,Pre,0.797,700
254,CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,Pre,1.281,700
255,CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,Pre,1.831,2800
256,CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,Pre,1.248,2800
257,CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,Pre,1.643,280
258,CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,Pre,1.617,400
259,CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,Pre,2.572,280
260,CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,Pre,0.845,400
261,CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,Pre,2.865,700
262,CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,Pre,1.654,700
263,CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,Pre,1.787,2800
264,CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,Pre,0.755,2800
265,CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,Pre,0.607,280
266,CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,Pre,-0.429,2800
267,CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,Pre,0.135,400
268,CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,Pre,2.256,280
269,CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,Pre,1.116,400
270,CNPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,N,9.326,NA,Pre,1.517,700
271,CNPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,N,9.914,NA,Pre,1.337,700
272,CNPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,N,9.476,NA,Pre,1.242,2800
273,CNPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,N,10.141,NA,Pre,0.946,280
274,CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,Pre,-0.171,400
275,CNPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,N,12.097,NA,Pre,1.802,280
276,CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,Pre,0.947,400
277,CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,Pre,0.935,700
278,CNPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,N,9.59,NA,Pre,2.186,700
279,CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,Pre,1.508,2800
280,CNPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,N,13.066,NA,Pre,1.283,2800
284,CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,Pre,-0.549,400
297,CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,Pre,1.088,280
298,CNSC13,400_28_2,28.1,400_28,400.02,28,cur,S,C,N,5.035,NA,Pre,1.132,400
312,CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,Pre,1.659,280
313,CNSE11,280_28_3,27.9,280_28,317.27,28,pre,S,E,N,10.4,NA,Pre,0.825,280
320,CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,Pre,1.33,700
327,CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,Pre,0.811,280
329,CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,Pre,0.578,280
330,CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,Pre,0.493,400
331,CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,Pre,0.499,700
332,CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,Pre,0.6,700
333,CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,Pre,0.358,2800
334,CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,Pre,0.311,400
335,CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,Pre,0.547,700
336,CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,Pre,0.221,2800
338,CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,Pre,0.245,700
339,CNTB8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,B,N,13.526,NA,Pre,0.342,2800
341,CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,Pre,0.591,280
343,CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,Pre,NA,2800
344,CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,Pre,NA,2800
347,CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,Pre,NA,280
350,CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,Pre,0.412,400
351,CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,Pre,0.344,700
352,CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,Pre,0.654,700
353,CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,Pre,0.135,2800
358,CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,Pre,0.403,400
359,CNTD5,700_31_2,30.9,700_31,677.35,31,eoc,T,D,N,21.945,NA,Pre,0.438,700
360,CNTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,N,22.357,NA,Pre,0.718,700
361,CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,Pre,0.217,2800
362,CNTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,N,26.287,NA,Pre,0.526,2800
365,CNTE15,280_31_3,30.9,280_31,291.58,31,pre,T,E,N,30.404,NA,Pre,0.898,280
367,CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,Pre,0.898,400
368,CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,Pre,0.707,700
371,CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,Pre,0.488,280
373,CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,Pre,0.305,400
374,CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,Pre,0.19,700
375,CNTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,N,29.273,NA,Pre,0.616,700
376,CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,Pre,0.202,2800
377,CNTF8,2800_28_3,28.1,2800_28,3219.84,28,ext,T,F,N,25.133,NA,Pre,0.239,2800
380,CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,T30,0.273,280
381,CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,T30,0.422,400
382,CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,T30,1.387,700
384,CFAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,F,8.122,NA,T30,-0.37,2800
386,CFAB1,280_31_1,31,280_31,286.83,31,pre,A,B,F,12.419,NA,T30,NA,280
392,CFAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,F,9.344,NA,T30,-0.306,2800
398,CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,T30,0.828,700
400,CFAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,F,9.936,NA,T30,-1.076,2800
402,CFAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,F,11.337,NA,T30,-0.572,280
403,CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,T30,0.236,400
405,CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,T30,-0.718,400
408,CFAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,F,7.797,NA,T30,-2.018,2800
410,CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,T30,0.617,400
411,CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,T30,0.107,280
413,CFAE16,700_28_3,28.1,700_28,689.5,28,eoc,A,E,F,8.083,NA,T30,-0.407,700
414,CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,T30,-0.351,700
416,CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,T30,0.306,280
421,CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,T30,-0.826,2800
423,CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,T30,0.769,400
424,CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,T30,1.487,280
425,CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,T30,0.447,2800
426,CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,T30,0.427,400
428,CFPA13,400_28_1,28,400_28,408.25,28,cur,P,A,F,3.784,NA,T30,NA,400
430,CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,T30,1.067,700
432,CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,T30,-0.199,2800
433,CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,T30,0.682,400
434,CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,T30,1.327,700
436,CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,T30,0.378,2800
439,CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,T30,0.805,400
440,CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,T30,1.245,2800
441,CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,T30,2.175,280
442,CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,T30,0.767,400
443,CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,T30,1.052,700
444,CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,T30,2.013,700
445,CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,T30,-0.78,2800
446,CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,T30,0.552,280
447,CFPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,F,10.227,NA,T30,-0.28,280
449,CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,T30,1.725,280
450,CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,T30,-0.15,700
452,CFPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.186,NA,T30,NA,400
453,CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,T30,1.801,700
454,CFPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,F,9.676,NA,T30,NA,2800
456,CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,T30,-0.165,400
458,CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,T30,-0.265,2800
460,CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,T30,0.023,400
461,CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,T30,0.494,700
462,CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,T30,0.832,400
463,CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,T30,0.023,2800
464,CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,T30,0.034,2800
465,CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,T30,0.551,700
466,CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,T30,-0.765,280
467,CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,T30,-0.223,280
468,CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,T30,0.425,700
469,CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,T30,-0.598,280
470,CFPE15,2800_28_2,28.1,2800_28,3336.47,28,ext,P,E,F,5.674,NA,T30,NA,2800
471,CFPE16,2800_31_2,30.9,2800_31,3301.59,31,ext,P,E,F,8.129,NA,T30,-2.181,2800
472,CFPE18,400_31_2,31.1,400_31,447.02,31,cur,P,E,F,7.792,NA,T30,0.313,400
473,CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,T30,0.024,280
474,CFPE20,280_31_2,30.9,280_31,286.61,31,pre,P,E,F,10.417,NA,T30,0.024,280
475,CFPE26,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,6.355,NA,T30,0.384,700
476,CFPE27,400_28_3,28,400_28,405.52,28,cur,P,E,F,4.181,NA,T30,NA,400
477,CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,T30,-0.762,400
478,CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,T30,-0.408,2800
479,CFPE41,700_31_2,30.9,700_31,677.35,31,eoc,P,E,F,8.349,NA,T30,-0.987,700
480,CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,T30,-0.448,2800
481,CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,T30,-0.736,700
482,CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,T30,2.039,700
483,CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,T30,-0.965,2800
484,CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,T30,-0.06,2800
485,CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,T30,0.662,280
486,CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,T30,-0.167,280
487,CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,T30,-0.201,400
488,CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,T30,-0.562,400
489,CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,T30,0.269,700
490,CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,T30,0.078,2800
491,CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,T30,0.267,2800
492,CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,T30,-0.79,700
511,CFSC3,400_31_2,31.1,400_31,447.02,31,cur,S,C,F,10.175,NA,T30,NA,400
518,CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,T30,1.462,400
532,CFSF1,280_31_3,30.9,280_31,291.58,31,pre,S,F,F,9.061,NA,T30,NA,280
540,CFTA1,280_31_1,31,280_31,286.83,31,pre,T,A,F,21.287,NA,T30,NA,280
541,CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,T30,0.155,280
542,CFTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,F,22.776,NA,T30,NA,400
543,CFTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,F,18.185,NA,T30,0.071,700
544,CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,T30,0.028,700
545,CFTA7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,A,F,2.351,NA,T30,NA,2800
546,CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,T30,-0.13,2800
547,CFTA9,400_28_1,28,400_28,408.25,28,cur,T,A,F,19.934,NA,T30,NA,400
548,CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,T30,0.078,280
549,CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,T30,0.055,280
550,CFTB3,400_31_1,31.1,400_31,434.02,31,cur,T,B,F,25.811,NA,T30,NA,400
551,CFTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,F,23.153,NA,T30,NA,700
552,CFTB6,700_28_1,28,700_28,707.6,28,eoc,T,B,F,25.62,NA,T30,-0.031,700
553,CFTB7,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,F,17.136,NA,T30,NA,2800
554,CFTB8,400_28_1,28,400_28,408.25,28,cur,T,B,F,1.68,NA,T30,NA,400
555,CFTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,F,1.017,NA,T30,NA,400
556,CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,T30,0.238,400
557,CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,T30,0.081,280
558,CFTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,F,131.726,NA,T30,NA,400
559,CFTD6,700_28_2,28.1,700_28,707.17,28,eoc,T,D,F,8.314,NA,T30,NA,700
560,CFTD8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,D,F,13.477,NA,T30,NA,2800
561,CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,T30,0.186,400
562,CFTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,F,12.043,NA,T30,NA,700
563,CFTF6,700_28_3,28.1,700_28,689.5,28,eoc,T,F,F,22.768,NA,T30,-0.005,700
564,CNAA1,280_31_1,31,280_31,286.83,31,pre,A,A,N,15.444,NA,T30,-0.315,280
570,CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,T30,-0.71,2800
576,CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,T30,-1.005,700
578,CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,T30,1.285,700
579,CNAB7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,B,N,9.177,NA,T30,NA,2800
586,CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,T30,-0.394,2800
588,CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,T30,-0.642,280
589,CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,T30,0.168,280
591,CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,T30,0.088,700
592,CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,T30,-0.646,700
596,CNAE1,280_31_3,30.9,280_31,291.58,31,pre,A,E,N,9.232,NA,T30,0.269,280
599,CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,T30,2.04,700
601,CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,T30,0.051,2800
606,CNAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,N,12.532,NA,T30,NA,280
609,CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,T30,-0.675,2800
610,CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,T30,0.246,400
611,CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,T30,0.267,700
612,CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,T30,2.418,280
613,CNPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,N,10.348,NA,T30,NA,400
614,CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,T30,0.697,700
615,CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,T30,-0.59,2800
616,CNPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,N,8.038,NA,T30,-0.722,2800
617,CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,T30,-0.226,400
618,CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,T30,-1.037,280
619,CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,T30,2.145,280
620,CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,T30,0.423,280
621,CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,T30,-0.32,400
622,CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,T30,2.178,700
623,CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,T30,1.027,700
624,CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,T30,-0.959,2800
625,CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,T30,1.192,2800
626,CNPC1,280_31_2,30.9,280_31,286.61,31,pre,P,C,N,12.071,NA,T30,0.49,280
627,CNPC12,400_28_2,28.1,400_28,400.02,28,cur,P,C,N,9.193,NA,T30,NA,400
628,CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,T30,0.835,280
629,CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,T30,0.075,400
630,CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,T30,-0.79,700
631,CNPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,N,9.106,NA,T30,0.195,700
632,CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,T30,0,2800
633,CNPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,N,8.709,NA,T30,-0.252,2800
634,CNPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,N,11.375,NA,T30,1.431,280
635,CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,T30,0.817,400
636,CNPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,N,9.539,NA,T30,2.695,280
637,CNPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,N,10.293,NA,T30,0.602,400
638,CNPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,N,9.488,NA,T30,1.112,700
639,CNPD6,700_28_2,28.1,700_28,707.17,28,eoc,P,D,N,9.298,NA,T30,1.198,700
640,CNPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,N,9.259,NA,T30,0.51,2800
641,CNPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,N,10.323,NA,T30,0.458,2800
642,CNPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,N,9.047,NA,T30,0.808,280
643,CNPE12,2800_31_3,31,2800_31,3295.97,31,ext,P,E,N,10.657,NA,T30,-0.218,2800
644,CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,T30,NA,400
645,CNPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,N,9.957,NA,T30,1.424,280
646,CNPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,N,9.791,NA,T30,-0.249,400
