coral,tank,temp2,treat,pCO2,temp,pco2,species,colony,reefzone,SA,le,tp,rate2,fpco2,rate,gross
CNPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,N,11.368,NA,T90,NA,280,NA,
CNPC3,400_31_2,31.1,400_31,447.02,31,cur,P,C,N,12.365,NA,T90,NA,400,NA,
CNPC5,700_31_2,30.9,700_31,677.35,31,eoc,P,C,N,8.09,NA,T90,NA,700,NA,
CNPC7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,C,N,10.719,NA,T90,NA,2800,NA,
CNPD11,400_28_2,28.1,400_28,400.02,28,cur,P,D,N,5.005,NA,T90,NA,400,NA,
CNPE13,400_28_3,28,400_28,405.52,28,cur,P,E,N,7.806,NA,T90,NA,400,NA,
CNPF17,400_28_3,28,400_28,405.52,28,cur,P,F,N,8.497,NA,T90,NA,400,NA,
CNPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,N,10.91,NA,T90,NA,400,NA,
CNPF5,700_31_3,30.9,700_31,675.24,31,eoc,P,F,N,9.824,NA,T90,NA,700,NA,
CNPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,N,11.322,NA,T90,NA,2800,NA,
CNSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,N,4.803,NA,T90,NA,400,NA,
CNSC11,280_28_2,27.9,280_28,314.65,28,pre,S,C,N,8.779,NA,T90,NA,280,NA,
CNSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,N,11.93,NA,T90,NA,280,NA,
CNSF10,700_31_3,30.9,700_31,675.24,31,eoc,S,F,N,10.423,NA,T90,NA,700,NA,
CNTA1,280_31_1,31,280_31,286.83,31,pre,T,A,N,19.753,NA,T90,NA,280,NA,
CNTA2,280_28_1,28,280_28,302.69,28,pre,T,A,N,17.065,NA,T90,NA,280,NA,
CNTA3,400_31_1,31.1,400_31,434.02,31,cur,T,A,N,14.594,NA,T90,NA,400,NA,
CNTA5,700_31_1,30.9,700_31,666.85,31,eoc,T,A,N,28.876,NA,T90,NA,700,NA,
CNTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,N,32.046,NA,T90,NA,700,NA,
CNTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,N,32.326,NA,T90,NA,2800,NA,
CNTB12,400_31_1,31.1,400_31,434.02,31,cur,T,B,N,21.829,NA,T90,NA,400,NA,
CNTB13,700_28_1,28,700_28,707.6,28,eoc,T,B,N,26.117,NA,T90,NA,700,NA,
CNTB14,2800_31_1,30.9,2800_31,3258.29,31,ext,T,B,N,18.187,NA,T90,NA,2800,NA,
CNTB5,700_31_1,30.9,700_31,666.85,31,eoc,T,B,N,13.749,NA,T90,NA,700,NA,
CNTC1,280_31_2,30.9,280_31,286.61,31,pre,T,C,N,29.098,NA,T90,NA,280,NA,
CNTC11,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,14.844,NA,T90,NA,2800,NA,
CNTC14,2800_28_3,28.1,2800_28,3219.84,28,ext,T,C,N,10.181,NA,T90,NA,2800,NA,
CNTC20,280_31_3,30.9,280_31,291.58,31,pre,T,C,N,10.996,NA,T90,NA,280,NA,
CNTC3,400_31_2,31.1,400_31,447.02,31,cur,T,C,N,21.494,NA,T90,NA,400,NA,
CNTC5,700_31_2,30.9,700_31,677.35,31,eoc,T,C,N,25.703,NA,T90,NA,700,NA,
CNTC6,700_28_2,28.1,700_28,707.17,28,eoc,T,C,N,24.041,NA,T90,NA,700,NA,
CNTC8,2800_28_2,28.1,2800_28,3336.47,28,ext,T,C,N,6.998,NA,T90,NA,2800,NA,
CNTD3,400_31_2,31.1,400_31,447.02,31,cur,T,D,N,24.227,NA,T90,NA,400,NA,
CNTD7,2800_31_2,30.9,2800_31,3301.59,31,ext,T,D,N,18.206,NA,T90,NA,2800,NA,
CNTE3,400_31_3,31.1,400_31,459.07,31,cur,T,E,N,19.365,NA,T90,NA,400,NA,
CNTE5,700_31_3,30.9,700_31,675.24,31,eoc,T,E,N,31.857,NA,T90,NA,700,NA,
CNTF1,280_31_3,30.9,280_31,291.58,31,pre,T,F,N,35.164,NA,T90,NA,280,NA,
CNTF3,400_31_3,31.1,400_31,459.07,31,cur,T,F,N,23.255,NA,T90,NA,400,NA,
CNTF5,700_31_3,30.9,700_31,675.24,31,eoc,T,F,N,19.357,NA,T90,NA,700,NA,
CNTF7,2800_31_3,31,2800_31,3295.97,31,ext,T,F,N,21.527,NA,T90,NA,2800,NA,
CFAA1,280_31_1,31,280_31,286.83,31,pre,A,A,F,10.547,7.00E-03,T60,0,280,0.177,
CFAA14,400_28_1,28,400_28,408.25,28,cur,A,A,F,10.418,4.00E-03,T60,0,400,-0.031,
CFAA2,280_28_1,28,280_28,302.69,28,pre,A,A,F,8.63,NA,T60,0,280,0.05,
CFAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,F,10.159,NA,T60,0,400,-0.049,
CFAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,F,8.814,NA,T60,0,700,-0.057,
CFAA6,700_28_1,28,700_28,707.6,28,eoc,A,A,F,12.19,3.00E-03,T60,0,700,0.25,
CFAA8,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,F,11.967,3.00E-03,T60,0,2800,-0.468,
CFAB11,700_28_1,28,700_28,707.6,28,eoc,A,B,F,10.074,3.00E-03,T60,0,700,-0.192,
CFAB18,400_28_1,28,400_28,408.25,28,cur,A,B,F,9.132,5.00E-03,T60,0,400,0.641,
CFAB2,280_28_1,28,280_28,302.69,28,pre,A,B,F,10.698,4.00E-03,T60,0,280,0.192,
CFAB3,400_31_1,31.1,400_31,434.02,31,cur,A,B,F,11.497,4.00E-03,T60,0,400,0.26,
CFAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,F,11.136,3.00E-03,T60,0,700,-0.274,
CFAB8,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,F,9.958,2.00E-03,T60,0,2800,-0.388,
CFAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,F,8.561,4.00E-03,T60,0,280,0.298,
CFAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,F,9.083,2.00E-03,T60,0,400,0.73,
CFAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,F,9.69,4.00E-03,T60,0,280,0.212,
CFAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,F,10.757,3.00E-03,T60,0,400,0.394,
CFAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,F,11.743,NA,T60,0,700,0.016,
CFAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,F,10.222,5.00E-03,T60,0,700,0.609,
CFAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,F,9.302,3.00E-03,T60,0,2800,-0.462,
CFAD12,400_28_2,28.1,400_28,400.02,28,cur,A,D,F,5.764,NA,T60,0,400,0.045,
CFAD2,280_28_2,27.9,280_28,314.65,28,pre,A,D,F,8.646,4.00E-03,T60,0,280,0.346,
CFAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,F,9.959,NA,T60,0,400,0.488,
CFAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,F,9.903,3.00E-03,T60,0,700,-0.974,
CFAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,F,8.446,5.00E-03,T60,0,700,0.582,
CFAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,F,9.366,5.00E-03,T60,0,2800,-0.279,
CFAD9,400_28_3,28,400_28,405.52,28,cur,A,D,F,6.6,NA,T60,0,400,0.039,
CFAE10,280_31_3,30.9,280_31,291.58,31,pre,A,E,F,8.362,NA,T60,0,280,0.216,
CFAE15,280_28_3,27.9,280_28,317.27,28,pre,A,E,F,8.097,5.00E-03,T60,0,280,0.477,
CFAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,F,11.399,NA,T60,0,700,0.016,
CFAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,F,11.355,3.00E-03,T60,0,2800,0.11,
CFAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,F,8.796,NA,T60,0,280,0.134,
CFAF2,280_28_3,27.9,280_28,317.27,28,pre,A,F,F,10.805,5.00E-03,T60,0,280,0.351,
CFAF3,400_31_3,31.1,400_31,459.07,31,cur,A,F,F,10.534,3.00E-03,T60,0,400,-0.207,
CFAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,F,10.342,4.00E-03,T60,0,700,0.181,
CFAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,F,10.115,7.00E-03,T60,0,700,0.997,
CFAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,F,7.098,NA,T60,0,2800,-0.675,
CFAF8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,F,9.643,5.00E-03,T60,0,2800,0.103,
CFAF9,400_28_3,28,400_28,405.52,28,cur,A,F,F,5.018,NA,T60,0,400,0.577,
CFPA1,280_31_1,31,280_31,286.83,31,pre,P,A,F,12.372,NA,T60,0,280,0.993,
CFPA10,2800_28_2,28.1,2800_28,3336.47,28,ext,P,A,F,14.24,NA,T60,0,2800,-0.028,
CFPA11,400_31_2,31.1,400_31,447.02,31,cur,P,A,F,10.967,NA,T60,0,400,-0.283,
CFPA12,280_31_2,30.9,280_31,286.61,31,pre,P,A,F,18.462,0.018,T60,0,280,0.681,
CFPA2,280_28_1,28,280_28,302.69,28,pre,P,A,F,11.998,0.015,T60,0,280,2.388,
CFPA20,700_31_2,30.9,700_31,677.35,31,eoc,P,A,F,10.441,NA,T60,0,700,0.159,
CFPA21,280_28_2,27.9,280_28,314.65,28,pre,P,A,F,16.909,0.015,T60,0,280,1.627,
CFPA22,2800_31_2,30.9,2800_31,3301.59,31,ext,P,A,F,9.655,NA,T60,0,2800,-0.547,
CFPA3,400_31_1,31.1,400_31,434.02,31,cur,P,A,F,12.671,NA,T60,0,400,-0.245,
CFPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,F,13.511,NA,T60,0,700,0.268,
CFPA6,700_28_1,28,700_28,707.6,28,eoc,P,A,F,11.948,0.015,T60,0,700,1.898,
CFPA7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,A,F,11.518,NA,T60,0,2800,-0.279,
CFPA8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,F,7.292,0.015,T60,0,2800,-0.252,
CFPA9,700_28_2,28.1,700_28,707.17,28,eoc,P,A,F,14.665,0.016,T60,0,700,0.85,
CFPB1,400_28_1,28,400_28,408.25,28,cur,P,B,F,7.942,NA,T60,0,400,1.569,
CFPB12,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,F,9.46,NA,T60,0,2800,1.918,
CFPB2,280_28_1,28,280_28,302.69,28,pre,P,B,F,10.94,NA,T60,0,280,1.695,
CFPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,F,12.899,NA,T60,0,400,-0.058,
CFPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,F,9.71,NA,T60,0,700,0.219,
CFPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,F,11.396,NA,T60,0,700,2.444,
CFPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,F,8.536,NA,T60,0,2800,-0.081,
CFPB9,280_31_1,31,280_31,286.83,31,pre,P,B,F,9.076,NA,T60,0,280,0.089,
CFPC10,400_28_2,28.1,400_28,400.02,28,cur,P,C,F,10.171,0.03,T60,0,400,-1.896,
CFPC11,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,12.342,NA,T60,0,280,1.438,
CFPC12,700_31_2,30.9,700_31,677.35,31,eoc,P,C,F,11.884,NA,T60,0,700,-0.725,
CFPC2,280_28_2,27.9,280_28,314.65,28,pre,P,C,F,10.872,0.021,T60,0,280,1.315,
CFPC6,700_28_2,28.1,700_28,707.17,28,eoc,P,C,F,11.821,NA,T60,0,700,1.501,
CFPC8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,C,F,10.075,0.019,T60,0,2800,-1.208,
CFPC9,400_31_2,31.1,400_31,447.02,31,cur,P,C,F,9.601,NA,T60,0,400,-0.347,
CFPD1,280_31_2,30.9,280_31,286.61,31,pre,P,D,F,12.425,0.017,T60,0,280,0.051,
CFPD11,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.24,NA,T60,0,2800,-0.214,
CFPD2,280_28_2,27.9,280_28,314.65,28,pre,P,D,F,11.427,0.012,T60,0,280,1.653,
CFPD3,400_31_2,31.1,400_31,447.02,31,cur,P,D,F,8.538,NA,T60,0,400,-1.157,
CFPD5,700_31_2,30.9,700_31,677.35,31,eoc,P,D,F,8.533,NA,T60,0,700,-1.554,
CFPD6,400_28_2,28.1,400_28,400.02,28,cur,P,D,F,8.239,NA,T60,0,400,1.217,
CFPD7,2800_31_2,30.9,2800_31,3301.59,31,ext,P,D,F,11.931,NA,T60,0,2800,0,
CFPD8,2800_28_2,28.1,2800_28,3336.47,28,ext,P,D,F,7.965,NA,T60,0,2800,0.014,
CFPD9,700_28_2,28.1,700_28,707.17,28,eoc,P,D,F,7.055,NA,T60,0,700,0.505,
CFPE1,280_31_3,30.9,280_31,291.58,31,pre,P,E,F,11.546,NA,T60,0,280,0.462,
CFPE10,280_28_1,28,280_28,302.69,28,pre,P,E,F,11.543,NA,T60,0,280,-0.686,
CFPE12,700_28_2,28.1,700_28,707.17,28,eoc,P,E,F,13.964,NA,T60,0,700,-0.025,
CFPE14,280_28_2,27.9,280_28,314.65,28,pre,P,E,F,8.052,NA,T60,0,280,0.414,
CFPE2,280_28_3,27.9,280_28,317.27,28,pre,P,E,F,10.804,NA,T60,0,280,0.048,
CFPE3,400_31_3,31.1,400_31,459.07,31,cur,P,E,F,9.348,NA,T60,0,400,0.946,
CFPE40,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.408,NA,T60,0,2800,0.006,
CFPE42,2800_28_1,28.1,2800_28,3369.78,28,ext,P,E,F,9.626,NA,T60,0,2800,0.913,
CFPE5,700_31_3,30.9,700_31,675.24,31,eoc,P,E,F,8.152,NA,T60,0,700,-1.282,
CFPE6,700_28_3,28.1,700_28,689.5,28,eoc,P,E,F,10.186,NA,T60,0,700,-0.079,
CFPE7,2800_31_3,31,2800_31,3295.97,31,ext,P,E,F,9.58,NA,T60,0,2800,-1.81,
CFPE8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,E,F,11.411,NA,T60,0,2800,-0.086,
CFPF1,280_31_3,30.9,280_31,291.58,31,pre,P,F,F,10.667,NA,T60,0,280,0.431,
CFPF2,280_28_3,27.9,280_28,317.27,28,pre,P,F,F,11.07,NA,T60,0,280,-0.161,
CFPF3,400_31_3,31.1,400_31,459.07,31,cur,P,F,F,12.464,NA,T60,0,400,-0.567,
CFPF5,400_28_3,28,400_28,405.52,28,cur,P,F,F,14.774,NA,T60,0,400,0.771,
CFPF6,700_28_3,28.1,700_28,689.5,28,eoc,P,F,F,11.765,NA,T60,0,700,0.024,
CFPF7,2800_31_3,31,2800_31,3295.97,31,ext,P,F,F,12.335,NA,T60,0,2800,-2.211,
CFPF8,2800_28_3,28.1,2800_28,3219.84,28,ext,P,F,F,15.117,NA,T60,0,2800,-0.057,
CFPF9,700_31_2,30.9,700_31,677.35,31,eoc,P,F,F,13.106,NA,T60,0,700,-0.048,
CFSA1,280_31_1,31,280_31,286.83,31,pre,S,A,F,10.283,6.00E-03,T60,0,280,0.834,
CFSA10,2800_28_1,28.1,2800_28,3369.78,28,ext,S,A,F,6.446,5.00E-03,T60,0,2800,0.523,
CFSA14,280_28_1,28,280_28,302.69,28,pre,S,A,F,4.661,7.00E-03,T60,0,280,1.801,
CFSA2,400_28_1,28,400_28,408.25,28,cur,S,A,F,8.3,5.00E-03,T60,0,400,1.343,
CFSA3,400_31_1,31.1,400_31,434.02,31,cur,S,A,F,10.181,4.00E-03,T60,0,400,0.241,
CFSA5,700_31_1,30.9,700_31,666.85,31,eoc,S,A,F,8.918,4.00E-03,T60,0,700,2.034,
CFSA6,700_28_1,28,700_28,707.6,28,eoc,S,A,F,9.068,3.00E-03,T60,0,700,0.825,
CFSA7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,A,F,8.812,5.00E-03,T60,0,2800,0.445,
CFSB1,280_31_1,31,280_31,286.83,31,pre,S,B,F,12.31,6.00E-03,T60,0,280,0.782,
CFSB10,400_31_1,31.1,400_31,434.02,31,cur,S,B,F,11.296,0.01,T60,0,400,1.145,
CFSB13,400_28_1,28,400_28,408.25,28,cur,S,B,F,12.975,0.01,T60,0,400,1.132,
CFSB2,280_28_1,28,280_28,302.69,28,pre,S,B,F,10.805,8.00E-03,T60,0,280,1.186,
CFSB3,2800_28_1,28.1,2800_28,3369.78,28,ext,S,B,F,9.702,3.00E-03,T60,0,2800,-0.234,
CFSB5,700_31_1,30.9,700_31,666.85,31,eoc,S,B,F,11.185,8.00E-03,T60,0,700,1.129,
CFSB6,700_28_1,28,700_28,707.6,28,eoc,S,B,F,12.153,7.00E-03,T60,0,700,1.427,
CFSB7,2800_31_1,30.9,2800_31,3258.29,31,ext,S,B,F,11.199,2.00E-03,T60,0,2800,0.268,
CFSC14,400_28_2,28.1,400_28,400.02,28,cur,S,C,F,10.229,7.00E-03,T60,0,400,1.542,
CFSC2,280_28_2,27.9,280_28,314.65,28,pre,S,C,F,8.893,7.00E-03,T60,0,280,1.454,
CFSC5,700_31_2,30.9,700_31,677.35,31,eoc,S,C,F,9.915,6.00E-03,T60,0,700,0.624,
CFSC6,700_28_2,28.1,700_28,707.17,28,eoc,S,C,F,8.956,8.00E-03,T60,0,700,1.027,
CFSC7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,C,F,9.433,7.00E-03,T60,0,2800,0.461,
CFSC9,2800_28_2,28.1,2800_28,3336.47,28,ext,S,C,F,9.262,6.00E-03,T60,0,2800,-1.019,
CFSD1,280_31_2,30.9,280_31,286.61,31,pre,S,D,F,10.682,9.00E-03,T60,0,280,2.163,
CFSD11,280_28_2,27.9,280_28,314.65,28,pre,S,D,F,10.905,6.00E-03,T60,0,280,0.399,
CFSD3,400_31_2,31.1,400_31,447.02,31,cur,S,D,F,10.206,NA,T60,0,400,2.45,
CFSD4,280_28_3,27.9,280_28,317.27,28,pre,S,D,F,11.381,0.011,T60,0,280,3.064,
CFSD5,700_31_2,30.9,700_31,677.35,31,eoc,S,D,F,12.59,0.011,T60,0,700,1.09,
CFSD6,700_28_2,28.1,700_28,707.17,28,eoc,S,D,F,9.677,0.015,T60,0,700,3.11,
CFSD7,2800_31_2,30.9,2800_31,3301.59,31,ext,S,D,F,11.137,0.01,T60,0,2800,1.458,
CFSD8,2800_28_2,28.1,2800_28,3336.47,28,ext,S,D,F,8.568,0.012,T60,0,2800,1.066,
CFSD9,400_28_2,28.1,400_28,400.02,28,cur,S,D,F,11.455,0.015,T60,0,400,2.858,
CFSE1,280_31_3,30.9,280_31,291.58,31,pre,S,E,F,8.451,4.00E-03,T60,0,280,0.805,
CFSE11,400_28_3,28,400_28,405.52,28,cur,S,E,F,1.88,8.00E-03,T60,0,400,0,
CFSE3,400_31_3,31.1,400_31,459.07,31,cur,S,E,F,9.104,8.00E-03,T60,0,400,0.868,
CFSE5,700_31_3,30.9,700_31,675.24,31,eoc,S,E,F,9.119,7.00E-03,T60,0,700,-0.027,
CFSE6,700_28_3,28.1,700_28,689.5,28,eoc,S,E,F,8.178,6.00E-03,T60,0,700,1.746,
CFSE7,2800_31_3,31,2800_31,3295.97,31,ext,S,E,F,8.936,6.00E-03,T60,0,2800,0.075,
CFSE8,2800_28_3,28.1,2800_28,3219.84,28,ext,S,E,F,6.848,5.00E-03,T60,0,2800,0.465,
CFSF11,400_28_3,28,400_28,405.52,28,cur,S,F,F,10.117,0.01,T60,0,400,2.905,
CFSF16,2800_28_3,28.1,2800_28,3219.84,28,ext,S,F,F,11.373,5.00E-03,T60,0,2800,0.9,
CFSF2,280_28_3,27.9,280_28,317.27,28,pre,S,F,F,10.837,8.00E-03,T60,0,280,2.053,
CFSF3,400_31_3,31.1,400_31,459.07,31,cur,S,F,F,7.627,5.00E-03,T60,0,400,2.081,
CFSF5,700_31_3,30.9,700_31,675.24,31,eoc,S,F,F,9.508,9.00E-03,T60,0,700,1.18,
CFSF6,700_28_3,28.1,700_28,689.5,28,eoc,S,F,F,10.336,7.00E-03,T60,0,700,2.413,
CFSF7,2800_31_3,31,2800_31,3295.97,31,ext,S,F,F,11.597,8.00E-03,T60,0,2800,0.787,
CFTA2,280_28_1,28,280_28,302.69,28,pre,T,A,F,32.06,NA,T60,0,280,0.105,
CFTA6,700_28_1,28,700_28,707.6,28,eoc,T,A,F,17.827,NA,T60,0,700,-0.021,
CFTA8,2800_28_1,28.1,2800_28,3369.78,28,ext,T,A,F,18.647,NA,T60,0,2800,-0.304,
CFTB1,280_31_1,31,280_31,286.83,31,pre,T,B,F,28.263,NA,T60,0,280,0.038,
CFTB2,280_28_1,28,280_28,302.69,28,pre,T,B,F,23.661,NA,T60,0,280,0.091,
CFTD1,400_28_2,28.1,400_28,400.02,28,cur,T,D,F,20.389,NA,T60,0,400,0.041,
CFTD2,280_28_2,27.9,280_28,314.65,28,pre,T,D,F,41.524,NA,T60,0,280,0.015,
CFTF2,400_28_3,28,400_28,405.52,28,cur,T,F,F,21.864,NA,T60,0,400,0.154,
CNAA14,700_28_1,28,700_28,707.6,28,eoc,A,A,N,12.178,3.00E-03,T60,0,700,-0.01,
CNAA2,280_28_1,28,280_28,302.69,28,pre,A,A,N,12.034,5.00E-03,T60,0,280,0.331,
CNAA3,400_31_1,31.1,400_31,434.02,31,cur,A,A,N,10.905,7.00E-03,T60,0,400,0.617,
CNAA5,700_31_1,30.9,700_31,666.85,31,eoc,A,A,N,10.874,3.00E-03,T60,0,700,0.097,
CNAA6,400_28_1,28,400_28,408.25,28,cur,A,A,N,8.667,5.00E-03,T60,0,400,-0.586,
CNAA7,2800_31_1,30.9,2800_31,3258.29,31,ext,A,A,N,11.976,NA,T60,0,2800,-0.863,
CNAA9,2800_28_1,28.1,2800_28,3369.78,28,ext,A,A,N,10.005,4.00E-03,T60,0,2800,0.498,
CNAB10,280_28_1,28,280_28,302.69,28,pre,A,B,N,9.038,9.00E-03,T60,0,280,-0.179,
CNAB11,400_31_1,31.1,400_31,434.02,31,cur,A,B,N,7.304,2.00E-03,T60,0,400,0.486,
CNAB12,2800_28_1,28.1,2800_28,3369.78,28,ext,A,B,N,6.944,1.00E-03,T60,0,2800,-1.363,
CNAB13,280_31_1,31,280_31,286.83,31,pre,A,B,N,12.161,8.00E-03,T60,0,280,-0.067,
CNAB15,700_28_1,28,700_28,707.6,28,eoc,A,B,N,5.263,NA,T60,0,700,1.053,
CNAB19,400_28_1,28,400_28,408.25,28,cur,A,B,N,6.617,8.00E-03,T60,0,400,-0.156,
CNAB5,700_31_1,30.9,700_31,666.85,31,eoc,A,B,N,12.294,NA,T60,0,700,0.906,
CNAC1,280_31_2,30.9,280_31,286.61,31,pre,A,C,N,8.864,7.00E-03,T60,0,280,0.997,
CNAC12,400_28_2,28.1,400_28,400.02,28,cur,A,C,N,6.932,6.00E-03,T60,0,400,1.661,
CNAC2,280_28_2,27.9,280_28,314.65,28,pre,A,C,N,11.649,5.00E-03,T60,0,280,0.096,
CNAC3,400_31_2,31.1,400_31,447.02,31,cur,A,C,N,8.534,4.00E-03,T60,0,400,1.167,
CNAC5,700_31_2,30.9,700_31,677.35,31,eoc,A,C,N,9.56,2.00E-03,T60,0,700,0.306,
CNAC6,700_28_2,28.1,700_28,707.17,28,eoc,A,C,N,10.235,5.00E-03,T60,0,700,-0.097,
CNAC7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,C,N,11.878,NA,T60,0,2800,-0.86,
CNAC8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,C,N,10.829,2.00E-03,T60,0,2800,0.092,
CNAD1,280_31_2,30.9,280_31,286.61,31,pre,A,D,N,11.811,NA,T60,0,280,0.575,
CNAD10,280_28_2,27.9,280_28,314.65,28,pre,A,D,N,11.882,NA,T60,0,280,-0.702,
CNAD3,400_31_2,31.1,400_31,447.02,31,cur,A,D,N,12.839,6.00E-03,T60,0,400,-0.131,
CNAD5,700_31_2,30.9,700_31,677.35,31,eoc,A,D,N,12.119,NA,T60,0,700,-0.56,
CNAD6,700_28_2,28.1,700_28,707.17,28,eoc,A,D,N,11.062,NA,T60,0,700,0.422,
CNAD7,2800_31_2,30.9,2800_31,3301.59,31,ext,A,D,N,12.793,3.00E-03,T60,0,2800,-0.822,
CNAD8,2800_28_2,28.1,2800_28,3336.47,28,ext,A,D,N,9.482,4.00E-03,T60,0,2800,-1.031,
CNAD9,400_28_2,28.1,400_28,400.02,28,cur,A,D,N,12.847,5.00E-03,T60,0,400,-1.332,
CNAE11,400_28_3,28,400_28,405.52,28,cur,A,E,N,9.245,4.00E-03,T60,0,400,0.188,
CNAE2,280_28_3,27.9,280_28,317.27,28,pre,A,E,N,8.297,4.00E-03,T60,0,280,-0.24,
CNAE5,700_31_3,30.9,700_31,675.24,31,eoc,A,E,N,9.883,NA,T60,0,700,-0.277,
CNAE6,700_28_3,28.1,700_28,689.5,28,eoc,A,E,N,9.108,5.00E-03,T60,0,700,0.588,
CNAE7,2800_31_3,31,2800_31,3295.97,31,ext,A,E,N,7.256,NA,T60,0,2800,-1.15,
CNAE8,2800_28_3,28.1,2800_28,3219.84,28,ext,A,E,N,7.201,2.00E-03,T60,0,2800,-0.19,
CNAF1,280_31_3,30.9,280_31,291.58,31,pre,A,F,N,13.161,8.00E-03,T60,0,280,1.05,
CNAF10,400_28_3,28,400_28,405.52,28,cur,A,F,N,7.282,4.00E-03,T60,0,400,0.857,
CNAF11,2800_28_3,28.1,2800_28,3219.84,28,ext,A,F,N,13.133,6.00E-03,T60,0,2800,0.228,
CNAF5,700_31_3,30.9,700_31,675.24,31,eoc,A,F,N,11.216,4.00E-03,T60,0,700,0.377,
CNAF6,700_28_3,28.1,700_28,689.5,28,eoc,A,F,N,12.997,0.011,T60,0,700,0.733,
CNAF7,2800_31_3,31,2800_31,3295.97,31,ext,A,F,N,10.895,NA,T60,0,2800,-0.383,
CNPA1,400_28_1,28,400_28,408.25,28,cur,P,A,N,9.378,NA,T60,0,400,-0.209,
CNPA13,700_28_1,28,700_28,707.6,28,eoc,P,A,N,10.623,NA,T60,0,700,-0.059,
CNPA2,280_28_1,28,280_28,302.69,28,pre,P,A,N,10.66,NA,T60,0,280,2.736,
CNPA5,700_31_1,30.9,700_31,666.85,31,eoc,P,A,N,9.552,NA,T60,0,700,0.517,
CNPA6,2800_28_1,28.1,2800_28,3369.78,28,ext,P,A,N,13.452,NA,T60,0,2800,1.298,
CNPB1,400_28_1,28,400_28,408.25,28,cur,P,B,N,11.973,NA,T60,0,400,2.265,
CNPB14,280_31_1,31,280_31,286.83,31,pre,P,B,N,10.359,NA,T60,0,280,2.068,
CNPB2,280_28_1,28,280_28,302.69,28,pre,P,B,N,13.278,NA,T60,0,280,1.505,
CNPB20,280_31_1,31,280_31,286.83,31,pre,P,B,N,2.963,NA,T60,0,280,0.659,
CNPB3,400_31_1,31.1,400_31,434.02,31,cur,P,B,N,12.758,NA,T60,0,400,0.252,
CNPB5,700_31_1,30.9,700_31,666.85,31,eoc,P,B,N,13.166,NA,T60,0,700,0.449,
CNPB6,700_28_1,28,700_28,707.6,28,eoc,P,B,N,11.874,NA,T60,0,700,1.252,
CNPB7,2800_31_1,30.9,2800_31,3258.29,31,ext,P,B,N,11.55,NA,T60,0,2800,-1.129,
CNPB8,2800_28_1,28.1,2800_28,3369.78,28,ext,P,B,N,10.855,NA,T60,0,2800,1.931,
